Gene stable ID	Chromosome/scaffold name	Transcript count	Gene % GC content	Strand
ENSMUSG00000111152	11	1	43.62	-1
ENSMUSG00000075705	17	2	50.35	1
ENSMUSG00000000204	11	3	43.30	1
ENSMUSG00000047026	7	1	41.87	1
ENSMUSG00000058246	13	4	43.97	1
ENSMUSG00002076485	4	1	49.59	1
ENSMUSG00000050383	2	1	45.87	-1
ENSMUSG00000028222	4	3	36.78	1
ENSMUSG00000039628	17	4	53.87	1
ENSMUSG00000023000	15	2	54.13	-1
ENSMUSG00000016998	2	1	43.34	-1
ENSMUSG00000042015	13	6	43.31	1
ENSMUSG00000067949	17	1	37.91	1
ENSMUSG00000121426	17	2	38.05	1
ENSMUSG00000002791	17	1	50.89	-1
ENSMUSG00000022999	15	8	51.78	-1
ENSMUSG00002075240	2	1	31.73	-1
ENSMUSG00000065511	2	1	53.33	-1
ENSMUSG00000106336	2	1	47.69	1
ENSMUSG00000076335	2	1	54.00	-1
ENSMUSG00000017003	2	2	47.38	1
ENSMUSG00000030942	7	2	44.67	-1
ENSMUSG00000020332	11	2	40.68	1
ENSMUSG00000117373	17	1	39.48	1
ENSMUSG00000027009	2	5	38.83	1
ENSMUSG00000117068	17	1	36.60	-1
ENSMUSG00000057788	8	5	52.12	-1
ENSMUSG00000121469	17	1	34.97	-1
ENSMUSG00000098090	17	1	40.53	1
ENSMUSG00000024295	17	1	45.08	-1
ENSMUSG00000109233	7	1	44.29	-1
ENSMUSG00000109404	7	1	43.82	-1
ENSMUSG00000056978	7	3	50.48	-1
ENSMUSG00000088055	4	1	51.47	-1
ENSMUSG00000067203	17	1	53.22	-1
ENSMUSG00000028223	4	3	41.47	-1
ENSMUSG00000082103	17	1	43.80	-1
ENSMUSG00000092444	17	1	54.17	-1
ENSMUSG00000018986	11	3	41.39	1
ENSMUSG00000073403	17	1	52.69	-1
ENSMUSG00000090556	17	3	41.03	-1
ENSMUSG00000108352	7	1	57.71	-1
ENSMUSG00000084212	11	1	46.98	1
ENSMUSG00000005237	11	6	48.59	-1
ENSMUSG00000050440	7	1	49.13	-1
ENSMUSG00000065743	17	1	40.74	1
ENSMUSG00000058626	17	2	48.19	-1
ENSMUSG00000004988	6	9	47.65	-1
ENSMUSG00000055681	8	8	52.02	1
ENSMUSG00000098929	4	1	52.17	-1
ENSMUSG00000028224	4	2	40.95	1
ENSMUSG00000054555	7	7	44.41	-1
ENSMUSG00000041685	13	11	38.35	-1
ENSMUSG00000036026	17	9	53.59	-1
ENSMUSG00000084190	4	1	41.46	-1
ENSMUSG00000041153	4	5	39.46	-1
ENSMUSG00000106698	5	1	45.21	1
ENSMUSG00000023004	15	2	53.49	-1
ENSMUSG00000088623	5	1	49.58	1
ENSMUSG00000029189	5	5	45.85	-1
ENSMUSG00000084408	4	1	47.81	-1
ENSMUSG00000081679	4	1	40.77	-1
ENSMUSG00000041135	4	2	40.07	-1
ENSMUSG00002076598	7	1	39.02	-1
ENSMUSG00000108478	7	1	42.55	-1
ENSMUSG00000050066	7	2	46.81	-1
ENSMUSG00000058239	7	11	52.92	-1
ENSMUSG00000060411	6	2	45.11	-1
ENSMUSG00000058301	8	2	53.91	-1
ENSMUSG00002075781	6	1	57.60	-1
ENSMUSG00000086834	6	1	42.89	-1
ENSMUSG00000082791	6	1	56.11	1
ENSMUSG00000116358	15	1	47.37	-1
ENSMUSG00000116494	15	1	48.03	1
ENSMUSG00000030134	6	3	48.99	1
ENSMUSG00000072235	15	1	49.13	-1
ENSMUSG00000017000	2	1	44.86	1
ENSMUSG00000017004	2	2	48.76	1
ENSMUSG00000064081	15	1	60.70	1
ENSMUSG00000043091	15	2	49.66	1
ENSMUSG00002075553	4	1	37.27	-1
ENSMUSG00000083725	4	1	49.85	1
ENSMUSG00000103595	4	1	41.91	1
ENSMUSG00000080065	4	1	48.36	-1
ENSMUSG00000086072	4	1	37.12	1
ENSMUSG00000096423	4	1	45.79	1
ENSMUSG00000083229	4	1	39.00	1
ENSMUSG00000064619	4	1	37.74	-1
ENSMUSG00000082994	4	1	40.60	-1
ENSMUSG00000082552	4	1	42.59	-1
ENSMUSG00000083572	4	1	45.59	-1
ENSMUSG00002075852	4	1	35.92	-1
ENSMUSG00000017002	2	3	45.08	-1
ENSMUSG00000085478	4	1	47.87	-1
ENSMUSG00000028226	4	6	36.12	1
ENSMUSG00000023484	15	4	57.16	1
ENSMUSG00000098489	2	1	42.25	-1
ENSMUSG00000075256	2	12	40.05	-1
ENSMUSG00000035992	11	2	37.39	1
ENSMUSG00000098583	6	1	61.11	1
ENSMUSG00000042042	6	3	40.08	-1
ENSMUSG00000131142	12	1	42.13	1
ENSMUSG00000112967	12	9	37.55	-1
ENSMUSG00000029417	5	2	41.51	-1
ENSMUSG00002076332	5	1	48.10	1
ENSMUSG00000061461	5	6	47.86	1
ENSMUSG00000113608	12	2	38.64	-1
ENSMUSG00000100211	12	3	44.83	-1
ENSMUSG00000077787	6	1	49.24	-1
ENSMUSG00000038836	6	11	38.76	1
ENSMUSG00000113918	12	3	45.44	-1
ENSMUSG00000131258	12	1	42.78	-1
ENSMUSG00000131266	12	1	40.46	1
ENSMUSG00000085801	12	15	46.02	1
ENSMUSG00000140173	19	2	51.90	1
ENSMUSG00000106981	5	1	45.53	1
ENSMUSG00002076314	5	1	52.63	-1
ENSMUSG00000143185	19	7	48.28	-1
ENSMUSG00002075450	5	1	49.09	1
ENSMUSG00000010721	5	7	40.53	-1
ENSMUSG00000120807	19	5	47.77	-1
ENSMUSG00000054874	19	12	55.20	-1
ENSMUSG00000131311	12	1	54.72	1
ENSMUSG00000131316	12	1	45.79	1
ENSMUSG00000113165	12	2	47.40	-1
ENSMUSG00000131351	12	1	55.46	-1
ENSMUSG00000032783	15	6	52.46	1
ENSMUSG00000131361	12	2	50.10	-1
ENSMUSG00000131378	12	19	48.32	1
ENSMUSG00000086472	17	1	55.78	1
ENSMUSG00000023939	17	3	49.28	1
ENSMUSG00000088915	2	1	37.86	1
ENSMUSG00000081284	2	1	47.65	1
ENSMUSG00000090338	4	1	52.02	1
ENSMUSG00000034701	2	1	44.06	-1
ENSMUSG00000088437	11	1	33.33	1
ENSMUSG00000118458	4	1	52.28	1
ENSMUSG00000078632	11	1	42.48	-1
ENSMUSG00000131406	12	1	42.43	1
ENSMUSG00000118425	4	1	52.17	1
ENSMUSG00000131414	12	3	47.54	1
ENSMUSG00000095675	4	1	56.40	1
ENSMUSG00000094690	17	2	56.68	-1
ENSMUSG00000034239	11	2	40.87	-1
ENSMUSG00000131419	12	2	47.43	-1
ENSMUSG00000096717	17	1	33.51	1
ENSMUSG00000131429	12	1	48.98	-1
ENSMUSG00000131443	12	2	40.18	1
ENSMUSG00000063846	13	1	49.49	1
ENSMUSG00000131521	12	1	42.58	-1
ENSMUSG00000025453	13	5	41.15	-1
ENSMUSG00000131527	12	1	45.33	1
ENSMUSG00000131551	12	2	42.94	1
ENSMUSG00000131556	12	21	40.16	-1
ENSMUSG00000027194	2	6	43.50	-1
ENSMUSG00000032498	9	9	44.21	-1
ENSMUSG00000093533	17	1	35.50	1
ENSMUSG00000094695	4	2	62.51	1
ENSMUSG00000036322	17	1	46.23	-1
ENSMUSG00000031849	8	4	56.43	1
ENSMUSG00000131596	12	1	46.93	1
ENSMUSG00000040899	17	9	47.63	1
ENSMUSG00000131601	12	1	48.24	1
ENSMUSG00000131658	12	1	38.78	1
ENSMUSG00000093996	4	1	48.70	1
ENSMUSG00000131666	12	3	42.06	-1
ENSMUSG00000084871	12	2	49.56	1
ENSMUSG00000081676	11	1	54.40	-1
ENSMUSG00000095234	4	2	62.24	1
ENSMUSG00000020945	11	3	48.14	-1
ENSMUSG00000131698	12	1	45.74	-1
ENSMUSG00000113158	12	6	44.08	1
ENSMUSG00000090357	7	1	70.05	1
ENSMUSG00000097750	7	2	54.40	1
ENSMUSG00002076865	16	1	51.64	-1
ENSMUSG00002075199	16	1	37.61	1
ENSMUSG00000095779	4	1	52.45	1
ENSMUSG00000077251	16	1	46.51	-1
ENSMUSG00000131793	12	1	47.12	1
ENSMUSG00000022704	16	10	41.60	-1
ENSMUSG00000131801	12	1	46.52	-1
ENSMUSG00000094066	4	1	48.95	-1
ENSMUSG00000131808	12	1	42.72	1
ENSMUSG00000030994	7	11	43.53	-1
ENSMUSG00000131826	12	1	62.32	1
ENSMUSG00000097847	12	1	49.79	-1
ENSMUSG00000113087	12	5	47.19	-1
ENSMUSG00000098698	15	1	59.02	1
ENSMUSG00000118603	4	1	52.23	1
ENSMUSG00000001076	15	1	53.48	-1
ENSMUSG00000096596	4	1	56.40	1
ENSMUSG00000131865	12	1	43.26	-1
ENSMUSG00000131882	12	1	46.67	-1
ENSMUSG00000120754	12	1	39.58	-1
ENSMUSG00000038009	15	2	52.48	1
ENSMUSG00000120709	12	10	43.26	1
ENSMUSG00000046215	11	1	64.06	1
ENSMUSG00000020946	11	3	45.52	-1
ENSMUSG00000131985	12	3	41.82	1
ENSMUSG00000132071	12	1	40.32	-1
ENSMUSG00000120035	12	3	45.27	-1
ENSMUSG00000073468	17	9	46.81	1
ENSMUSG00000037735	12	13	44.46	1
ENSMUSG00000033669	15	6	46.46	1
ENSMUSG00000028456	4	16	41.93	1
ENSMUSG00000003575	8	5	53.17	-1
ENSMUSG00000132155	12	1	55.21	-1
ENSMUSG00000132202	12	1	50.59	-1
ENSMUSG00000113064	12	12	37.83	1
ENSMUSG00000132220	12	1	48.17	-1
ENSMUSG00000132294	12	2	46.78	-1
ENSMUSG00000132316	12	1	39.02	1
ENSMUSG00000132326	12	1	48.76	-1
ENSMUSG00000132336	12	3	48.00	-1
ENSMUSG00000086794	11	1	50.09	1
ENSMUSG00000055041	15	3	54.66	1
ENSMUSG00000132379	12	1	50.60	-1
ENSMUSG00000018486	11	1	51.79	-1
ENSMUSG00000085641	12	33	48.77	-1
ENSMUSG00000018008	15	13	54.01	1
ENSMUSG00002076749	9	1	50.36	-1
ENSMUSG00000000125	11	1	52.32	1
ENSMUSG00000046785	9	3	41.13	1
ENSMUSG00000032384	9	17	40.38	1
ENSMUSG00000108702	7	1	46.79	1
ENSMUSG00000055707	8	5	52.79	-1
ENSMUSG00000119162	16	1	48.12	-1
ENSMUSG00000030935	7	8	40.83	1
ENSMUSG00000022701	16	6	41.81	1
ENSMUSG00000034187	11	10	44.26	-1
ENSMUSG00000132401	12	3	44.50	1
ENSMUSG00000117569	17	1	47.77	1
ENSMUSG00000112852	12	3	51.48	1
ENSMUSG00000055945	17	3	53.27	1
ENSMUSG00000132431	12	2	48.08	-1
ENSMUSG00000113330	12	2	38.74	1
ENSMUSG00000113193	12	37	50.95	-1
ENSMUSG00000116207	13	1	41.13	-1
ENSMUSG00000116860	17	1	54.57	-1
ENSMUSG00000084390	17	1	45.10	-1
ENSMUSG00000099104	17	1	50.96	-1
ENSMUSG00000067235	17	3	53.36	1
ENSMUSG00000035964	8	2	55.78	-1
ENSMUSG00000008859	13	2	40.90	-1
ENSMUSG00000044145	2	2	39.93	-1
ENSMUSG00000112336	12	3	61.55	1
ENSMUSG00000024406	17	6	52.95	1
ENSMUSG00000132469	12	2	47.37	1
ENSMUSG00000081476	2	1	54.10	-1
ENSMUSG00000132488	12	1	56.53	1
ENSMUSG00000110052	8	1	61.87	1
ENSMUSG00000016995	2	5	51.53	-1
ENSMUSG00000132495	12	18	38.22	1
ENSMUSG00000007888	8	3	55.82	1
ENSMUSG00000114177	13	1	49.34	1
ENSMUSG00000113100	13	1	44.72	1
ENSMUSG00000113528	13	1	44.61	1
ENSMUSG00000113688	13	1	37.68	1
ENSMUSG00000120259	12	18	42.18	1
ENSMUSG00000114077	13	1	46.90	-1
ENSMUSG00000113030	13	1	39.52	-1
ENSMUSG00000075054	13	4	40.66	-1
ENSMUSG00000132557	12	1	52.62	1
ENSMUSG00000111938	12	2	40.40	1
ENSMUSG00000082920	6	1	55.16	1
ENSMUSG00000058833	8	8	57.33	-1
ENSMUSG00000082118	6	1	50.25	-1
ENSMUSG00000082446	6	1	46.84	-1
ENSMUSG00000132615	12	1	38.56	-1
ENSMUSG00000030110	6	2	49.53	-1
ENSMUSG00000113220	12	19	42.51	1
ENSMUSG00000001964	X	6	46.56	1
ENSMUSG00000113847	13	1	44.51	-1
ENSMUSG00000105741	5	1	39.59	-1
ENSMUSG00000113496	13	1	49.64	1
ENSMUSG00000113893	13	1	40.12	-1
ENSMUSG00000039000	5	5	40.01	1
ENSMUSG00000009734	13	8	39.78	-1
ENSMUSG00000098070	16	1	44.99	1
ENSMUSG00000093846	12	4	42.43	-1
ENSMUSG00000121927	16	5	37.46	1
ENSMUSG00000072884	12	15	44.52	1
ENSMUSG00000121926	16	1	37.82	1
ENSMUSG00000050410	17	4	51.36	-1
ENSMUSG00000102456	16	1	30.23	1
ENSMUSG00000077535	16	1	36.17	1
ENSMUSG00000102417	16	1	42.60	1
ENSMUSG00002075693	16	1	46.08	-1
ENSMUSG00002076090	16	1	46.36	-1
ENSMUSG00002076095	16	1	55.43	1
ENSMUSG00002076645	16	1	53.33	1
ENSMUSG00002076375	16	1	42.94	-1
ENSMUSG00000101463	16	1	39.24	-1
ENSMUSG00000061080	16	5	38.55	1
ENSMUSG00000120699	12	25	44.16	-1
ENSMUSG00000118589	17	1	53.73	-1
ENSMUSG00000040312	17	7	53.05	1
ENSMUSG00000097575	12	6	47.48	1
ENSMUSG00000090137	8	8	56.91	-1
ENSMUSG00000086037	12	3	44.37	1
ENSMUSG00000132737	12	4	45.13	1
ENSMUSG00000081375	X	1	46.94	1
ENSMUSG00000114118	13	1	44.89	-1
ENSMUSG00000132754	12	1	36.45	-1
ENSMUSG00000050243	13	1	44.52	-1
ENSMUSG00000008682	X	11	45.87	1
ENSMUSG00000132758	12	1	43.14	-1
ENSMUSG00000132770	12	1	47.95	1
ENSMUSG00000041112	13	8	42.64	1
ENSMUSG00000132774	12	1	43.02	-1
ENSMUSG00000120407	12	1	46.44	-1
ENSMUSG00000112348	12	9	45.30	1
ENSMUSG00000043460	15	4	56.09	-1
ENSMUSG00000132845	12	2	43.92	-1
ENSMUSG00000132847	12	1	45.95	-1
ENSMUSG00000113320	12	6	41.64	-1
ENSMUSG00000061288	5	10	48.20	1
ENSMUSG00000018169	15	4	54.10	-1
ENSMUSG00000116841	16	1	45.89	-1
ENSMUSG00000132878	12	1	38.76	1
ENSMUSG00000132880	12	2	45.53	-1
ENSMUSG00000116990	16	1	46.07	-1
ENSMUSG00000132889	12	1	48.68	-1
ENSMUSG00000132901	12	2	42.77	-1
ENSMUSG00000047261	16	2	40.24	-1
ENSMUSG00000092540	11	1	53.80	-1
ENSMUSG00000112054	12	17	38.39	1
ENSMUSG00000062421	11	4	44.58	1
ENSMUSG00000027193	2	4	41.55	-1
ENSMUSG00000098300	16	1	50.93	-1
ENSMUSG00000116673	16	6	39.57	-1
ENSMUSG00000026272	1	3	53.70	1
ENSMUSG00000106169	14	1	53.23	-1
ENSMUSG00000040822	14	4	47.44	1
ENSMUSG00000116535	16	1	51.72	-1
ENSMUSG00000022856	16	2	46.17	-1
ENSMUSG00000132946	12	1	47.29	1
ENSMUSG00000133012	12	1	48.32	-1
ENSMUSG00000033170	15	3	54.47	-1
ENSMUSG00000019428	8	11	55.21	1
ENSMUSG00000111982	12	6	40.44	-1
ENSMUSG00000114865	14	2	50.59	-1
ENSMUSG00000113943	12	2	43.51	-1
ENSMUSG00000101067	12	11	37.23	-1
ENSMUSG00000044626	16	6	45.10	-1
ENSMUSG00000113390	12	2	51.49	-1
ENSMUSG00000052435	14	1	58.29	-1
ENSMUSG00000018634	11	1	51.55	1
ENSMUSG00000114052	12	12	37.51	1
ENSMUSG00000022180	14	2	47.30	-1
ENSMUSG00000133196	12	1	53.56	1
ENSMUSG00000133203	12	2	48.54	-1
ENSMUSG00000120464	12	4	44.82	-1
ENSMUSG00000034159	1	2	53.86	-1
ENSMUSG00002076416	2	1	31.33	-1
ENSMUSG00000017007	2	3	51.75	1
ENSMUSG00000133237	12	2	45.69	1
ENSMUSG00000119320	X	1	48.91	1
ENSMUSG00000133266	12	2	45.07	-1
ENSMUSG00000019088	X	8	43.98	-1
ENSMUSG00000133296	12	4	42.48	-1
ENSMUSG00000113179	12	5	42.51	-1
ENSMUSG00000133323	12	1	44.51	-1
ENSMUSG00000133324	12	1	38.43	1
ENSMUSG00000113210	12	4	49.12	-1
ENSMUSG00000133366	12	4	55.80	-1
ENSMUSG00000133401	12	5	51.27	1
ENSMUSG00000084989	1	1	52.70	1
ENSMUSG00000115626	14	1	51.85	-1
ENSMUSG00000049506	11	2	55.01	1
ENSMUSG00000112858	14	7	40.37	1
ENSMUSG00000112950	12	6	46.96	-1
ENSMUSG00000024409	17	1	55.29	1
ENSMUSG00000133437	12	9	49.81	-1
ENSMUSG00000086056	1	1	40.96	-1
ENSMUSG00000039518	17	1	53.75	1
ENSMUSG00000037533	11	13	38.54	1
ENSMUSG00000092409	17	1	48.98	-1
ENSMUSG00000116499	15	1	51.94	1
ENSMUSG00000133469	12	1	42.65	-1
ENSMUSG00000049521	15	1	55.72	1
ENSMUSG00000039269	17	2	57.02	1
ENSMUSG00000133471	12	8	49.53	-1
ENSMUSG00000043501	15	1	51.18	-1
ENSMUSG00000133506	12	1	44.29	-1
ENSMUSG00000121052	12	3	53.11	-1
ENSMUSG00000038838	17	12	55.64	-1
ENSMUSG00002076371	1	1	48.76	1
ENSMUSG00000051081	1	1	38.38	-1
ENSMUSG00000133536	12	1	40.96	-1
ENSMUSG00000113649	13	1	43.93	1
ENSMUSG00000133537	12	12	56.72	1
ENSMUSG00000113313	13	1	42.44	-1
ENSMUSG00000083204	2	1	49.42	-1
ENSMUSG00000077678	2	1	46.56	1
ENSMUSG00000113183	13	1	38.88	1
ENSMUSG00000119846	2	1	44.70	-1
ENSMUSG00000081757	2	1	44.60	1
ENSMUSG00000113557	13	1	42.13	1
ENSMUSG00000083846	2	1	46.67	-1
ENSMUSG00000017009	2	2	51.13	-1
ENSMUSG00000086420	14	1	51.16	-1
ENSMUSG00000113130	13	1	47.87	1
ENSMUSG00000097951	13	1	50.40	-1
ENSMUSG00000057156	14	4	44.36	-1
ENSMUSG00000114220	19	2	50.65	-1
ENSMUSG00000113168	13	1	53.66	1
ENSMUSG00000133576	12	1	47.32	1
ENSMUSG00000093930	13	4	41.68	1
ENSMUSG00000133584	12	2	48.71	1
ENSMUSG00000131652	19	1	61.49	-1
ENSMUSG00000097085	15	1	49.84	-1
ENSMUSG00000133603	12	1	52.17	1
ENSMUSG00000098568	19	1	56.16	-1
ENSMUSG00000004054	19	5	55.01	1
ENSMUSG00000120988	12	16	46.00	1
ENSMUSG00000107791	6	1	47.49	1
ENSMUSG00000033128	15	5	56.17	1
ENSMUSG00000026560	1	2	39.93	-1
ENSMUSG00000030138	6	3	42.97	-1
ENSMUSG00000133622	12	1	51.81	1
ENSMUSG00000072494	14	4	53.71	-1
ENSMUSG00000087700	12	19	40.21	-1
ENSMUSG00000104258	2	1	36.82	1
ENSMUSG00000082327	2	1	36.88	1
ENSMUSG00000050587	2	4	36.53	1
ENSMUSG00000089682	14	5	52.28	1
ENSMUSG00000070002	8	2	50.70	1
ENSMUSG00000133645	12	1	50.83	-1
ENSMUSG00000133658	12	2	47.21	1
ENSMUSG00000113092	12	8	40.92	-1
ENSMUSG00000133754	12	1	39.13	1
ENSMUSG00000133769	12	1	39.01	1
ENSMUSG00000133781	12	1	41.62	1
ENSMUSG00000121877	12	18	43.58	1
ENSMUSG00000091061	2	1	36.52	-1
ENSMUSG00000114934	13	1	41.24	-1
ENSMUSG00000003660	2	5	45.13	1
ENSMUSG00000038462	13	1	41.46	-1
ENSMUSG00000118077	19	1	55.87	-1
ENSMUSG00000099226	X	1	51.90	-1
ENSMUSG00000085841	1	1	46.30	1
ENSMUSG00000084271	X	1	37.04	1
ENSMUSG00000019139	8	9	61.14	1
ENSMUSG00000009995	X	22	47.46	1
ENSMUSG00000024936	19	3	55.60	1
ENSMUSG00000103073	1	1	48.40	-1
ENSMUSG00000092232	14	1	48.02	1
ENSMUSG00000086925	1	1	54.86	-1
ENSMUSG00000025946	1	2	40.83	1
ENSMUSG00000069255	13	5	45.02	1
ENSMUSG00000030145	6	7	42.20	-1
ENSMUSG00000022194	14	9	48.78	1
ENSMUSG00000024937	19	7	53.56	-1
ENSMUSG00000099267	15	1	56.76	1
ENSMUSG00000116069	15	1	55.06	1
ENSMUSG00000001247	7	5	50.38	-1
ENSMUSG00000022436	15	9	55.06	1
ENSMUSG00000133806	12	3	35.98	1
ENSMUSG00000022855	16	8	43.07	1
ENSMUSG00000133838	12	2	50.73	-1
ENSMUSG00000133854	12	2	37.89	1
ENSMUSG00000133891	12	2	53.01	1
ENSMUSG00000133945	12	4	41.52	-1
ENSMUSG00000133965	12	1	41.72	1
ENSMUSG00000133973	12	1	36.89	1
ENSMUSG00000133991	12	4	47.29	1
ENSMUSG00000134030	12	7	46.67	-1
ENSMUSG00000100503	1	1	33.82	-1
ENSMUSG00000134047	12	1	49.31	-1
ENSMUSG00000120391	12	1	45.70	-1
ENSMUSG00000100504	1	1	33.09	-1
ENSMUSG00000134115	12	3	58.58	-1
ENSMUSG00000099383	1	1	26.19	-1
ENSMUSG00002076900	6	1	49.40	1
ENSMUSG00000070003	8	15	57.53	-1
ENSMUSG00000072623	6	2	41.77	-1
ENSMUSG00000100340	1	1	43.48	-1
ENSMUSG00000134118	12	1	44.94	-1
ENSMUSG00000134147	12	1	55.69	-1
ENSMUSG00000100439	1	1	50.65	-1
ENSMUSG00000134153	12	8	44.83	-1
ENSMUSG00000099819	1	1	60.74	-1
ENSMUSG00000113734	12	4	36.80	-1
ENSMUSG00000082565	1	1	55.17	-1
ENSMUSG00000134184	12	2	48.84	1
ENSMUSG00000082774	1	1	54.63	1
ENSMUSG00000134186	12	1	50.62	-1
ENSMUSG00000060568	1	6	46.63	1
ENSMUSG00000134193	12	3	51.56	-1
ENSMUSG00000118520	6	1	41.46	1
ENSMUSG00000007827	6	3	40.87	-1
ENSMUSG00000081905	13	1	50.00	1
ENSMUSG00000134207	12	4	45.94	1
ENSMUSG00000082014	13	1	45.03	1
ENSMUSG00000114161	13	1	42.08	-1
ENSMUSG00000084175	13	1	44.56	1
ENSMUSG00000021356	13	3	46.60	1
ENSMUSG00000134218	12	1	49.14	1
ENSMUSG00000134226	12	1	54.14	1
ENSMUSG00000134246	12	1	48.85	-1
ENSMUSG00000134287	12	1	48.05	1
ENSMUSG00000112694	12	29	42.84	-1
ENSMUSG00000077385	9	1	46.97	-1
ENSMUSG00000032383	9	2	49.38	1
ENSMUSG00000102870	1	1	55.09	1
ENSMUSG00000103333	1	1	47.43	-1
ENSMUSG00000025945	1	2	49.33	1
ENSMUSG00000134391	12	3	49.84	-1
ENSMUSG00000113086	12	8	38.51	-1
ENSMUSG00000081623	1	1	45.90	-1
ENSMUSG00000062296	9	7	43.70	1
ENSMUSG00000083242	1	1	40.47	1
ENSMUSG00000134434	12	6	42.81	-1
ENSMUSG00000083289	1	1	53.16	1
ENSMUSG00000026558	1	7	49.63	-1
ENSMUSG00000114105	12	5	46.74	-1
ENSMUSG00000134489	12	1	43.71	-1
ENSMUSG00000020992	12	7	42.17	1
ENSMUSG00000134530	12	1	44.65	1
ENSMUSG00000134540	12	1	41.55	1
ENSMUSG00000134545	12	2	36.08	1
ENSMUSG00000134546	12	4	44.92	1
ENSMUSG00000134569	12	1	50.76	-1
ENSMUSG00000113235	12	4	40.71	-1
ENSMUSG00000134585	12	1	44.52	-1
ENSMUSG00000100789	12	7	55.35	-1
ENSMUSG00000091288	2	1	35.07	1
ENSMUSG00000090449	2	1	46.32	1
ENSMUSG00002076404	2	1	39.02	1
ENSMUSG00000088633	2	1	37.98	1
ENSMUSG00002076778	2	1	42.64	-1
ENSMUSG00002076232	2	1	45.35	-1
ENSMUSG00000082820	2	1	42.13	-1
ENSMUSG00000045503	2	7	48.63	1
ENSMUSG00000134633	12	1	48.41	-1
ENSMUSG00000134634	12	15	42.47	-1
ENSMUSG00000107145	6	1	52.90	1
ENSMUSG00000077246	6	1	47.41	1
ENSMUSG00000107089	6	1	38.70	-1
ENSMUSG00000045613	6	2	38.99	1
ENSMUSG00002076504	10	1	48.08	1
ENSMUSG00000045518	10	1	53.76	1
ENSMUSG00000113584	12	4	50.17	-1
ENSMUSG00000070075	6	1	47.62	1
ENSMUSG00000106817	6	1	49.27	1
ENSMUSG00000106872	6	1	44.76	-1
ENSMUSG00000134672	12	2	47.41	1
ENSMUSG00000021357	13	9	41.90	-1
ENSMUSG00002075886	6	1	31.29	1
ENSMUSG00000134690	12	2	44.61	1
ENSMUSG00000029838	6	2	39.97	-1
ENSMUSG00000134761	12	1	41.53	-1
ENSMUSG00000104429	10	1	50.88	1
ENSMUSG00000134767	12	1	56.66	-1
ENSMUSG00000110030	8	1	52.51	1
ENSMUSG00000003341	10	3	54.32	-1
ENSMUSG00000049988	8	2	53.93	1
ENSMUSG00000073000	12	9	46.16	1
ENSMUSG00000038665	6	8	42.50	-1
ENSMUSG00000039452	9	2	54.27	-1
ENSMUSG00000038508	8	2	58.39	-1
ENSMUSG00000113236	12	2	42.08	1
ENSMUSG00000056204	8	8	52.35	-1
ENSMUSG00000134826	12	3	48.56	-1
ENSMUSG00000134854	12	1	41.21	1
ENSMUSG00000113336	12	7	38.39	1
ENSMUSG00000116165	15	1	56.60	1
ENSMUSG00000033581	16	11	45.58	-1
ENSMUSG00000105592	9	1	46.62	1
ENSMUSG00000001524	17	12	52.46	-1
ENSMUSG00000032500	9	1	46.56	1
ENSMUSG00000101186	2	1	29.96	-1
ENSMUSG00000084313	2	1	49.04	1
ENSMUSG00000090996	2	1	48.94	1
ENSMUSG00000068220	15	2	55.15	1
ENSMUSG00000098379	1	1	58.42	1
ENSMUSG00000102337	1	1	51.50	-1
ENSMUSG00000022199	14	12	55.04	-1
ENSMUSG00000082259	2	1	46.20	1
ENSMUSG00000084209	2	1	48.44	1
ENSMUSG00000052428	1	4	42.66	1
ENSMUSG00000094873	2	1	53.67	-1
ENSMUSG00000095203	2	1	53.67	-1
ENSMUSG00000134865	12	1	44.68	-1
ENSMUSG00000017720	2	1	49.88	-1
ENSMUSG00000134901	12	2	39.86	-1
ENSMUSG00000112232	12	1	33.83	1
ENSMUSG00000112040	12	2	36.07	1
ENSMUSG00000134926	12	2	48.28	-1
ENSMUSG00000120751	12	3	44.73	1
ENSMUSG00000134982	12	5	52.82	1
ENSMUSG00000023027	15	9	45.17	1
ENSMUSG00000003662	2	5	44.64	-1
ENSMUSG00000135021	12	1	44.73	-1
ENSMUSG00000120835	12	4	46.61	-1
ENSMUSG00000106647	9	1	44.12	-1
ENSMUSG00000106232	9	1	50.16	1
ENSMUSG00000135024	12	4	50.16	-1
ENSMUSG00000032382	9	7	44.11	-1
ENSMUSG00000135037	12	4	42.37	-1
ENSMUSG00000135061	12	1	44.58	-1
ENSMUSG00000031848	8	5	54.15	1
ENSMUSG00000114018	12	9	45.43	-1
ENSMUSG00000135068	12	5	39.97	1
ENSMUSG00000135077	12	1	61.05	1
ENSMUSG00000135099	12	1	43.46	-1
ENSMUSG00000135104	12	2	44.59	1
ENSMUSG00000107225	5	1	48.19	1
ENSMUSG00000135107	12	1	47.58	-1
ENSMUSG00002075044	5	1	54.55	1
ENSMUSG00000113746	12	6	47.24	-1
ENSMUSG00000032959	5	4	52.72	-1
ENSMUSG00000135189	12	1	57.74	-1
ENSMUSG00000135190	12	6	38.52	-1
ENSMUSG00000135196	12	10	48.13	1
ENSMUSG00000030929	7	7	40.49	-1
ENSMUSG00000135202	12	1	46.34	1
ENSMUSG00000135223	12	1	45.90	1
