"GeneID"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"Gene.stable.ID.version"	"Gene.name"	"Gene.type"	"Gene.end..bp."	"Gene.description"	"Gene.start..bp."	"Transcript.stable.ID"	"Transcript.stable.ID.version"
"ENSMUSG00000128731"	12.6322936888973	0.702095946419337	0.990561802728357	0.708785604780557	0.478457532200228	0.7155362266731	"ENSMUSG00000128731.1"	"Gm74872"	"lncRNA"	152779380	"predicted gene, 74872 [Source:MGI Symbol;Acc:MGI:7832472]"	152773772	"ENSMUST00000289423"	"ENSMUST00000289423.1"
"ENSMUSG00000020956"	34.5882357717409	-0.384361162986634	0.542433229142212	-0.708587052445978	0.478580773374992	0.715606702327632	"ENSMUSG00000020956.15"	"Dtd2"	"protein_coding"	52053284	"D-tyrosyl-tRNA deacylase 2 [Source:MGI Symbol;Acc:MGI:1923485]"	52035095	"ENSMUST00000085404"	"ENSMUST00000085404.10"
"ENSMUSG00000024429"	383.813445706454	0.179616989404783	0.253476496086134	0.708613982669806	0.478564056803725	0.715606702327632	"ENSMUSG00000024429.10"	"Gnl1"	"protein_coding"	36300354	"guanine nucleotide binding protein-like 1 [Source:MGI Symbol;Acc:MGI:95764]"	36290743	"ENSMUST00000087200"	"ENSMUST00000087200.4"
"ENSMUSG00000044544"	6.01528939558209	-0.822037816276347	1.1604504660411	-0.708378203406429	0.478710424413441	0.715743647443219	"ENSMUSG00000044544.6"	"4921513I03Rik"	"lncRNA"	120620354	"RIKEN cDNA 4921513I03 gene [Source:MGI Symbol;Acc:MGI:1918124]"	120601500	"ENSMUST00000219219"	"ENSMUST00000219219.3"
"ENSMUSG00000046573"	62.2057595055727	-0.340630833708485	0.481011446574914	-0.708155359158245	0.478848784667237	0.715893591325282	"ENSMUSG00000046573.8"	"Lyrm4"	"protein_coding"	36301509	"LYR motif containing 4 [Source:MGI Symbol;Acc:MGI:2683538]"	36162378	"ENSMUST00000053265"	"ENSMUST00000053265.8"
"ENSMUSG00000020566"	7.44350844221685	0.750171566261915	1.05953439625739	0.708020021730071	0.478932824063012	0.715946435324335	"ENSMUSG00000020566.20"	"Atp6v1c2"	"protein_coding"	17379360	"ATPase, H+ transporting, lysosomal V1 subunit C2 [Source:MGI Symbol;Acc:MGI:1916025]"	17334722	"ENSMUST00000095820"	"ENSMUST00000095820.12"
"ENSMUSG00000022365"	1377.77283899697	0.197018034338019	0.278331777192036	0.707853182721877	0.479036435824893	0.715946435324335	"ENSMUSG00000022365.7"	"Derl1"	"protein_coding"	57755844	"Der1-like domain family, member 1 [Source:MGI Symbol;Acc:MGI:1915069]"	57732898	"ENSMUST00000022993"	"ENSMUST00000022993.7"
"ENSMUSG00000039233"	144.80740411443	0.209087927732781	0.295366294003092	0.707893662811075	0.479011295415577	0.715946435324335	"ENSMUSG00000039233.13"	"Tbce"	"protein_coding"	14214223	"tubulin-specific chaperone E [Source:MGI Symbol;Acc:MGI:1917680]"	14172534	"ENSMUST00000159893"	"ENSMUST00000159893.8"
"ENSMUSG00000049904"	5.37821029593366	0.841983631552291	1.18936314695116	0.707928132556191	0.47898988833546	0.715946435324335	"ENSMUSG00000049904.8"	"Tmem17"	"protein_coding"	22469234	"transmembrane protein 17 [Source:MGI Symbol;Acc:MGI:2144205]"	22462088	"ENSMUST00000059319"	"ENSMUST00000059319.8"
"ENSMUSG00000035203"	700.720238923637	0.33135170234538	0.468195114969952	0.707721400225728	0.47911828514761	0.715954948393111	"ENSMUSG00000035203.17"	"Epn1"	"protein_coding"	5101177	"epsin 1 [Source:MGI Symbol;Acc:MGI:1333763]"	5083234	"ENSMUST00000098845"	"ENSMUST00000098845.10"
"ENSMUSG00000066829"	10.3473940237521	-0.617405026630609	0.87235763223341	-0.707743021689314	0.47910485566195	0.715954948393111	"ENSMUSG00000066829.8"	"Zfp810"	"protein_coding"	22218944	"zinc finger protein 810 [Source:MGI Symbol;Acc:MGI:2384563]"	22188044	"ENSMUST00000086278"	"ENSMUST00000086278.7"
"ENSMUSG00000003038"	139.82216976999	0.427745742677178	0.604475504447436	0.707631226625452	0.479174295832227	0.715981745433356	"ENSMUSG00000003038.16"	"Hmgn2"	"protein_coding"	133695961	"high mobility group nucleosomal binding domain 2 [Source:MGI Symbol;Acc:MGI:96136]"	133692049	"ENSMUST00000102553"	"ENSMUST00000102553.11"
"ENSMUSG00000122456"	302.238772118019	-0.339252786779926	0.47950927642471	-0.707499945171954	0.479255846754335	0.71604669737956	"ENSMUSG00000122456.1"	"Gm66279"	"lncRNA"	57640329	"predicted gene, 66279 [Source:MGI Symbol;Acc:MGI:7815422]"	57519692	"ENSMUST00000253202"	"ENSMUST00000253202.1"
"ENSMUSG00000033256"	10.0654510166535	-0.661525032497793	0.935175408222956	-0.707380697440322	0.479329928996048	0.716100481083164	"ENSMUSG00000033256.15"	"Shf"	"protein_coding"	122199643	"Src homology 2 domain containing F [Source:MGI Symbol;Acc:MGI:3613669]"	122179373	"ENSMUST00000048635"	"ENSMUST00000048635.13"
"ENSMUSG00000039883"	4.37933260642227	-1.3435173942278	1.9002099501674	-0.707036290442245	0.479543925742177	0.71636326652341	"ENSMUSG00000039883.6"	"Lrrc17"	"protein_coding"	21780902	"leucine rich repeat containing 17 [Source:MGI Symbol;Acc:MGI:1921761]"	21748557	"ENSMUST00000199277"	"ENSMUST00000199277.2"
"ENSMUSG00000021374"	306.595730560053	0.185852946876121	0.262999066186393	0.706667706357569	0.479773002615192	0.71655682058432	"ENSMUSG00000021374.11"	"Nup153"	"protein_coding"	46881416	"nucleoporin 153 [Source:MGI Symbol;Acc:MGI:2385621]"	46833381	"ENSMUST00000021803"	"ENSMUST00000021803.10"
"ENSMUSG00000047905"	128.293871641584	0.264185796181252	0.373865121997101	0.706633972086064	0.479793971616568	0.71655682058432	"ENSMUSG00000047905.11"	"Gm8566"	"processed_pseudogene"	67183067	"predicted pseudogene 8566 [Source:MGI Symbol;Acc:MGI:3647296]"	67182603	"ENSMUST00000120174"	"ENSMUST00000120174.2"
"ENSMUSG00000127585"	3.02326346352867	1.34384751642243	1.90171476685684	0.706650408275235	0.479783754926999	0.71655682058432	"ENSMUSG00000127585.1"	"Gm74802"	"lncRNA"	84245557	"predicted gene, 74802 [Source:MGI Symbol;Acc:MGI:7832332]"	84217910	"ENSMUST00000283109"	"ENSMUST00000283109.1"
"ENSMUSG00000143827"	10.5162625601418	0.736012737838656	1.041651431133	0.706582562881037	0.479825928201732	0.71655682058432	"ENSMUSG00000143827.1"	"Gm71206"	"lncRNA"	34314994	"predicted gene, 71206 [Source:MGI Symbol;Acc:MGI:7825193]"	34313153	"ENSMUST00000379499"	"ENSMUST00000379499.1"
"ENSMUSG00000026473"	1046.11159527751	-0.250176273091118	0.354200715051163	-0.706312162737958	0.479994031318421	0.716694018175199	"ENSMUSG00000026473.18"	"Glul"	"protein_coding"	153785469	"glutamate-ammonia ligase [Source:MGI Symbol;Acc:MGI:95739]"	153775690	"ENSMUST00000381746"	"ENSMUST00000381746.1"
"ENSMUSG00000084328"	3.05513323396256	1.06873748260627	1.5130126215536	0.706363891075057	0.479961870217354	0.716694018175199	"ENSMUSG00000084328.2"	"Gm14046"	"processed_pseudogene"	129592329	"predicted gene 14046 [Source:MGI Symbol;Acc:MGI:3650215]"	129591821	"ENSMUST00000119389"	"ENSMUST00000119389.2"
"ENSMUSG00000129170"	19.0905109154385	0.555186834182084	0.786882887882182	0.705552049398754	0.480466752675954	0.717342889516116	"ENSMUSG00000129170.1"	"Gm53750"	"lncRNA"	4762262	"predicted gene, 53750 [Source:MGI Symbol;Acc:MGI:6722540]"	4739292	"ENSMUST00000291946"	"ENSMUST00000291946.1"
"ENSMUSG00000029676"	40.1816003841353	0.429170964273453	0.608566149474693	0.705216622127123	0.480675438580247	0.717561514830841	"ENSMUSG00000029676.16"	"Pot1a"	"protein_coding"	25809245	"protection of telomeres 1A [Source:MGI Symbol;Acc:MGI:2141503]"	25743736	"ENSMUST00000115330"	"ENSMUST00000115330.8"
"ENSMUSG00000034487"	81.3743537498307	0.311013985494177	0.441033221452075	0.705194008900696	0.480689509163924	0.717561514830841	"ENSMUSG00000034487.5"	"Poglut3"	"protein_coding"	53313167	"protein O-glucosyltransferase 3 [Source:MGI Symbol;Acc:MGI:1923765]"	53295325	"ENSMUST00000037853"	"ENSMUST00000037853.5"
"ENSMUSG00000033439"	26.6321559932419	-0.411393867430049	0.583573950890134	-0.704955844589266	0.480837715303499	0.717603200764587	"ENSMUSG00000033439.13"	"Trmt13"	"protein_coding"	116408236	"tRNA methyltransferase 13 [Source:MGI Symbol;Acc:MGI:1925219]"	116374742	"ENSMUST00000041524"	"ENSMUST00000041524.11"
"ENSMUSG00000051403"	149.156589163652	0.428453066910715	0.607870646238282	0.704842501545574	0.480908255748261	0.717603200764587	"ENSMUSG00000051403.10"	"Ppp1r37"	"protein_coding"	19297001	"protein phosphatase 1, regulatory subunit 37 [Source:MGI Symbol;Acc:MGI:2687042]"	19264725	"ENSMUST00000209190"	"ENSMUST00000209190.2"
"ENSMUSG00000074203"	8.30603072729532	-0.78960722084582	1.12025509601099	-0.704845908451974	0.480906135335781	0.717603200764587	"ENSMUSG00000074203.6"	"G430095P16Rik"	"lncRNA"	85453478	"RIKEN cDNA G430095P16 gene [Source:MGI Symbol;Acc:MGI:3588227]"	85449593	"ENSMUST00000098571"	"ENSMUST00000098571.6"
"ENSMUSG00000086237"	18.0167055910084	0.444899236135867	0.63117322683541	0.704876596820356	0.480887035539724	0.717603200764587	"ENSMUSG00000086237.2"	"Gm15591"	"lncRNA"	45557681	"predicted gene 15591 [Source:MGI Symbol;Acc:MGI:3783038]"	45556866	"ENSMUST00000138539"	"ENSMUST00000138539.2"
"ENSMUSG00000112346"	15.5122392447787	-0.542503510309792	0.769617763506896	-0.704899933491376	0.480872511562272	0.717603200764587	"ENSMUSG00000112346.3"	"Gm48768"	"lncRNA"	98947472	"predicted gene, 48768 [Source:MGI Symbol;Acc:MGI:6098457]"	98935430	"ENSMUST00000218379"	"ENSMUST00000218379.2"
"ENSMUSG00000007908"	2.14998182057334	1.16135129063505	1.64889045228619	0.704322891205312	0.48123171380104	0.717988868346653	"ENSMUSG00000007908.15"	"Hmgcll1"	"protein_coding"	76043632	"3-hydroxymethyl-3-methylglutaryl-Coenzyme A lyase-like 1 [Source:MGI Symbol;Acc:MGI:2446108]"	75922137	"ENSMUST00000008052"	"ENSMUST00000008052.13"
"ENSMUSG00000067161"	80.8791485044948	-0.263001237015294	0.373419719315777	-0.704304629378424	0.481243083963882	0.717988868346653	"ENSMUSG00000067161.7"	"Gm5560"	"processed_pseudogene"	97413578	"predicted pseudogene 5560 [Source:MGI Symbol;Acc:MGI:3647980]"	97412687	"ENSMUST00000086918"	"ENSMUST00000086918.6"
"ENSMUSG00000025271"	2.60307110397288	-1.2363760376027	1.75620787723748	-0.704003241089843	0.481430755200743	0.718122593009678	"ENSMUSG00000025271.14"	"Pfkfb1"	"protein_coding"	149426874	"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 1 [Source:MGI Symbol;Acc:MGI:107816]"	149371225	"ENSMUST00000153221"	"ENSMUST00000153221.8"
"ENSMUSG00000074342"	185.347633191979	-0.386120607688488	0.548401160353434	-0.704084228121692	0.481380321536254	0.718122593009678	"ENSMUSG00000074342.5"	"I830077J02Rik"	"protein_coding"	105839980	"RIKEN cDNA I830077J02 gene [Source:MGI Symbol;Acc:MGI:3588284]"	105831674	"ENSMUST00000098758"	"ENSMUST00000098758.5"
"ENSMUSG00000104649"	5.03972976583724	-1.12567140468289	1.59901801018664	-0.70397668913779	0.481447290723821	0.718122593009678	"ENSMUSG00000104649.2"	"Gm43712"	"unprocessed_pseudogene"	90034364	"predicted gene 43712 [Source:MGI Symbol;Acc:MGI:5663849]"	90034074	"ENSMUST00000198020"	"ENSMUST00000198020.2"
"ENSMUSG00000121066"	26.1721149389576	-0.380224288875896	0.540360069840651	-0.703649862559278	0.481650850921077	0.718369235335053	"ENSMUSG00000121066.1"	"Gm57402"	"lncRNA"	106047482	"predicted gene, 57402 [Source:MGI Symbol;Acc:MGI:7338717]"	106047025	"ENSMUST00000247056"	"ENSMUST00000247056.1"
"ENSMUSG00000035151"	277.756450296856	-0.392331237919752	0.557738017874983	-0.703432840053757	0.481786046774083	0.718495814151352	"ENSMUSG00000035151.13"	"Elmod2"	"protein_coding"	84059115	"ELMO/CED-12 domain containing 2 [Source:MGI Symbol;Acc:MGI:2445165]"	84039261	"ENSMUST00000053902"	"ENSMUST00000053902.4"
"ENSMUSG00000040860"	6.4993869462067	0.83591787946191	1.18841147364988	0.703390953383022	0.481812142776918	0.718495814151352	"ENSMUSG00000040860.17"	"Crocc"	"protein_coding"	140787861	"ciliary rootlet coiled-coil, rootletin [Source:MGI Symbol;Acc:MGI:3529431]"	140743948	"ENSMUST00000122846"	"ENSMUST00000122846.8"
"ENSMUSG00000040857"	50.5177640479874	0.314183381368029	0.446888000590703	0.703047253344769	0.482026301917526	0.718758172478607	"ENSMUSG00000040857.16"	"Erf"	"protein_coding"	24950186	"Ets2 repressor factor [Source:MGI Symbol;Acc:MGI:109637]"	24941986	"ENSMUST00000045847"	"ENSMUST00000045847.15"
"ENSMUSG00000085714"	52.5582842962546	-0.287436087937912	0.408882153127087	-0.702980273752796	0.482068042858578	0.718763413676143	"ENSMUSG00000085714.2"	"Gm13008"	"lncRNA"	135738248	"predicted gene 13008 [Source:MGI Symbol;Acc:MGI:3702670]"	135730877	"ENSMUST00000142289"	"ENSMUST00000142289.2"
"ENSMUSG00000030878"	53.4486439337702	0.384612411162194	0.547172059474304	0.702909449601119	0.482112181824614	0.718772229214098	"ENSMUSG00000030878.12"	"Cdr2"	"protein_coding"	120581535	"cerebellar degeneration-related 2 [Source:MGI Symbol;Acc:MGI:1100885]"	120556259	"ENSMUST00000033169"	"ENSMUST00000033169.9"
"ENSMUSG00000124459"	3.25720629372563	-1.24646920152157	1.7741526776675	-0.702571552725844	0.482322795869038	0.719029218324389	"ENSMUSG00000124459.1"	"Gm66437"	"lncRNA"	97918022	"predicted gene, 66437 [Source:MGI Symbol;Acc:MGI:7815734]"	97917217	"ENSMUST00000263833"	"ENSMUST00000263833.1"
"ENSMUSG00000019471"	968.208250278154	-0.216475680645728	0.308537533956786	-0.701618626004989	0.482917032660344	0.719855989484893	"ENSMUSG00000019471.11"	"Cdc37"	"protein_coding"	21061278	"cell division cycle 37 [Source:MGI Symbol;Acc:MGI:109531]"	21044518	"ENSMUST00000019615"	"ENSMUST00000019615.11"
"ENSMUSG00002075873"	8.01870799297791	0.609751956282687	0.869137994842679	0.701559430033958	0.48295395986555	0.719855989484893	"ENSMUSG00002075873.1"	"Gm55846"	"snRNA"	29821535	"predicted gene, 55846 [Source:MGI Symbol;Acc:MGI:6848157]"	29821439	"ENSMUST00020183029"	"ENSMUST00020183029.1"
"ENSMUSG00000009549"	906.793003142813	0.23799090357438	0.33937340768329	0.701265621248905	0.483137264244618	0.720015057429781	"ENSMUSG00000009549.15"	"Srp14"	"protein_coding"	118310192	"signal recognition particle 14 [Source:MGI Symbol;Acc:MGI:107169]"	118306331	"ENSMUST00000009693"	"ENSMUST00000009693.15"
"ENSMUSG00000051235"	5.20223089398641	0.825132970719827	1.17656508501395	0.701306694571888	0.483111636735624	0.720015057429781	"ENSMUSG00000051235.11"	"Gen1"	"protein_coding"	11315802	"GEN1, Holliday junction 5' flap endonuclease [Source:MGI Symbol;Acc:MGI:2443149]"	11288921	"ENSMUST00000166117"	"ENSMUST00000166117.4"
"ENSMUSG00000041886"	2.65929965168247	-1.22402175311448	1.74584251816086	-0.701106623525193	0.483236477094752	0.720027535288332	"ENSMUSG00000041886.8"	"Macc1"	"protein_coding"	119433722	"metastasis associated in colon cancer 1 [Source:MGI Symbol;Acc:MGI:2685113]"	119278005	"ENSMUST00000222784"	"ENSMUST00000222784.2"
"ENSMUSG00000089671"	13.9879150452459	-0.725579180917317	1.03496248135015	-0.701068100527443	0.483260516690887	0.720027535288332	"ENSMUSG00000089671.3"	"Gm16537"	"lncRNA"	99624226	"predicted gene 16537 [Source:MGI Symbol;Acc:MGI:4414957]"	99613048	"ENSMUST00000161529"	"ENSMUST00000161529.3"
"ENSMUSG00000135280"	4.64157482232974	-1.0218589022135	1.45749757875136	-0.701105042719129	0.483237463556073	0.720027535288332	"ENSMUSG00000135280.1"	"Gm60685"	"lncRNA"	49677371	"predicted gene, 60685 [Source:MGI Symbol;Acc:MGI:7804415]"	49676600	"ENSMUST00000329333"	"ENSMUST00000329333.1"
"ENSMUSG00000039852"	197.049499976026	0.313501637831204	0.44727894641689	0.700908550117631	0.483360088218061	0.720118828837984	"ENSMUSG00000039852.18"	"Rere"	"protein_coding"	150706423	"arginine glutamic acid dipeptide (RE) repeats [Source:MGI Symbol;Acc:MGI:2683486]"	150366103	"ENSMUST00000105682"	"ENSMUST00000105682.9"
"ENSMUSG00000091989"	18.4483096433275	0.507290507148003	0.72382852764091	0.700843484024255	0.483400697579854	0.720122271953255	"ENSMUSG00000091989.2"	"Ndufab1-ps"	"processed_pseudogene"	80158002	"NADH:ubiquinone oxidoreductase subunit AB1b [Source:MGI Symbol;Acc:MGI:4936891]"	80157535	"ENSMUST00000166096"	"ENSMUST00000166096.2"
"ENSMUSG00000090084"	14.6918153250475	-0.804253875715494	1.14796895734525	-0.700588522511431	0.483559843225139	0.720302284097465	"ENSMUSG00000090084.8"	"Srpx"	"protein_coding"	9983948	"sushi-repeat-containing protein [Source:MGI Symbol;Acc:MGI:1858306]"	9904216	"ENSMUST00000044789"	"ENSMUST00000044789.10"
"ENSMUSG00000029686"	413.748049381448	-0.177408143711252	0.2533852761854	-0.700151746707821	0.48383254246675	0.720316803909782	"ENSMUSG00000029686.16"	"Cul1"	"protein_coding"	47503073	"cullin 1 [Source:MGI Symbol;Acc:MGI:1349658]"	47430332	"ENSMUST00000146828"	"ENSMUST00000146828.8"
"ENSMUSG00000042599"	282.802970596184	-0.26828515613297	0.383226678593514	-0.700069100401901	0.483884151745261	0.720316803909782	"ENSMUSG00000042599.9"	"Kdm7a"	"protein_coding"	39183723	"lysine (K)-specific demethylase 7A [Source:MGI Symbol;Acc:MGI:2443388]"	39113557	"ENSMUST00000002305"	"ENSMUST00000002305.9"
"ENSMUSG00000043024"	20.7306886038478	0.440913939152979	0.6294684509305	0.700454388939121	0.483643580113684	0.720316803909782	"ENSMUSG00000043024.7"	"Gm16433"	"processed_pseudogene"	108542549	"predicted gene 16433 [Source:MGI Symbol;Acc:MGI:3645626]"	108540566	"ENSMUST00000062429"	"ENSMUST00000062429.7"
"ENSMUSG00000044876"	37.1446085080748	0.411353193458867	0.587535537192128	0.700133298191206	0.483844062561021	0.720316803909782	"ENSMUSG00000044876.16"	"Zfp444"	"protein_coding"	6196810	"zinc finger protein 444 [Source:MGI Symbol;Acc:MGI:1923365]"	6175225	"ENSMUST00000128495"	"ENSMUST00000128495.8"
"ENSMUSG00000048988"	3.32392147723753	-1.02182017688059	1.45938731618707	-0.70017065760876	0.483820733793084	0.720316803909782	"ENSMUSG00000048988.9"	"Elfn1"	"protein_coding"	139960477	"leucine rich repeat and fibronectin type III, extracellular 1 [Source:MGI Symbol;Acc:MGI:2442479]"	139893698	"ENSMUST00000050519"	"ENSMUST00000050519.8"
"ENSMUSG00000074166"	9.34207266236475	0.590638862010364	0.843721615183127	0.700039979279383	0.483902337421031	0.720316803909782	"ENSMUSG00000074166.8"	"AW146154"	"protein_coding"	41149314	"expressed sequence AW146154 [Source:MGI Symbol;Acc:MGI:2142212]"	41128298	"ENSMUST00000098509"	"ENSMUST00000098509.5"
"ENSMUSG00000074896"	4644.86036634026	-0.39826119829479	0.568927733357897	-0.700020714307935	0.483914368291675	0.720316803909782	"ENSMUSG00000074896.4"	"Ifit3"	"protein_coding"	34566131	"interferon-induced protein with tetratricopeptide repeats 3 [Source:MGI Symbol;Acc:MGI:1101055]"	34560931	"ENSMUST00000102825"	"ENSMUST00000102825.4"
"ENSMUSG00000095866"	6.71674102306921	1.07088659620692	1.52972228476162	0.700052948744091	0.483894238151733	0.720316803909782	"ENSMUSG00000095866.2"	"Ighv2-4"	"IG_V_gene"	113617344	"immunoglobulin heavy variable V2-4 [Source:MGI Symbol;Acc:MGI:3643263]"	113616911	"ENSMUST00000103447"	"ENSMUST00000103447.2"
"ENSMUSG00000128556"	2.55648738377576	1.10837378633657	1.58314563258465	0.700108545621946	0.483859519426725	0.720316803909782	"ENSMUSG00000128556.1"	"Gm68318"	"lncRNA"	105012642	"predicted gene, 68318 [Source:MGI Symbol;Acc:MGI:7819465]"	105008898	"ENSMUST00000288343"	"ENSMUST00000288343.1"
"ENSMUSG00000001729"	1338.58998056223	0.239619580896203	0.342398071125395	0.699827484742016	0.484035048086821	0.720346090690757	"ENSMUSG00000001729.15"	"Akt1"	"protein_coding"	112641318	"thymoma viral proto-oncogene 1 [Source:MGI Symbol;Acc:MGI:87986]"	112620255	"ENSMUST00000001780"	"ENSMUST00000001780.10"
"ENSMUSG00000021707"	50.1343748166633	0.384187681749158	0.548992330878611	0.699805188779781	0.484048973880642	0.720346090690757	"ENSMUSG00000021707.6"	"Dhfr"	"protein_coding"	92525561	"dihydrofolate reductase [Source:MGI Symbol;Acc:MGI:94890]"	92491234	"ENSMUST00000022218"	"ENSMUST00000022218.6"
"ENSMUSG00000028580"	193.667724507452	0.199024390345166	0.28437785155165	0.699858970237063	0.484015382989774	0.720346090690757	"ENSMUSG00000028580.16"	"Pum1"	"protein_coding"	130508875	"pumilio RNA-binding family member 1 [Source:MGI Symbol;Acc:MGI:1931749]"	130390632	"ENSMUST00000030315"	"ENSMUST00000030315.13"
"ENSMUSG00000134155"	4.24502032464834	0.969633403345684	1.38588612877316	0.699648681962089	0.484146732300065	0.720434552662086	"ENSMUSG00000134155.1"	"Gm3386"	"lncRNA"	38102818	"predicted gene 3386 [Source:MGI Symbol;Acc:MGI:3781564]"	38102411	"ENSMUST00000322723"	"ENSMUST00000322723.1"
"ENSMUSG00000034269"	309.865402667931	0.274598403038447	0.392569785603342	0.699489398086038	0.484246236337464	0.720450378222039	"ENSMUSG00000034269.13"	"Setd5"	"protein_coding"	113130396	"SET domain containing 5 [Source:MGI Symbol;Acc:MGI:1920145]"	113054326	"ENSMUST00000143998"	"ENSMUST00000143998.8"
"ENSMUSG00000118385"	4.06463172450404	-1.03083209235587	1.47368498874413	-0.699492836141561	0.484244088480053	0.720450378222039	"ENSMUSG00000118385.2"	"Gm50311"	"lncRNA"	84227799	"predicted gene, 50311 [Source:MGI Symbol;Acc:MGI:6303164]"	84221049	"ENSMUST00000238064"	"ENSMUST00000238064.2"
"ENSMUSG00000135037"	2.36134204702964	1.36280038479509	1.94839509987327	0.699447655603181	0.484272314542804	0.720450378222039	"ENSMUSG00000135037.1"	"Gm46363"	"lncRNA"	80510505	"predicted gene, 46363 [Source:MGI Symbol;Acc:MGI:5826000]"	80497788	"ENSMUST00000328243"	"ENSMUST00000328243.1"
"ENSMUSG00000030346"	6.6666241497174	-0.874077997945619	1.25025829144759	-0.699117937409224	0.484478329497594	0.720699844109435	"ENSMUSG00000030346.17"	"Rad51ap1"	"protein_coding"	126916550	"RAD51 associated protein 1 [Source:MGI Symbol;Acc:MGI:1098224]"	126900013	"ENSMUST00000112220"	"ENSMUST00000112220.8"
"ENSMUSG00000110500"	3.33309754442625	-1.25282224465464	1.79251067437054	-0.698920381656627	0.484601789296724	0.720826472917198	"ENSMUSG00000110500.2"	"Gm32568"	"lncRNA"	66949598	"predicted gene, 32568 [Source:MGI Symbol;Acc:MGI:5591727]"	66947711	"ENSMUST00000212782"	"ENSMUST00000212782.2"
"ENSMUSG00000038352"	1518.83969785115	-0.393864266549756	0.563891776931119	-0.698474924910756	0.484880234028148	0.720922953147321	"ENSMUSG00000038352.16"	"Arl5c"	"protein_coding"	97887007	"ADP-ribosylation factor-like 5C [Source:MGI Symbol;Acc:MGI:3028577]"	97880404	"ENSMUST00000042971"	"ENSMUST00000042971.16"
"ENSMUSG00000056724"	34.4832649924283	-1.3312070369274	1.90564158757435	-0.698561075496818	0.484826376525725	0.720922953147321	"ENSMUSG00000056724.16"	"Nbeal2"	"protein_coding"	110483229	"neurobeachin-like 2 [Source:MGI Symbol;Acc:MGI:2448554]"	110453857	"ENSMUST00000133191"	"ENSMUST00000133191.8"
"ENSMUSG00000064068"	161.100140577018	0.204438504095334	0.292703724201731	0.698448592182705	0.484896696721489	0.720922953147321	"ENSMUSG00000064068.16"	"Mtx1"	"protein_coding"	89134395	"metaxin 1 [Source:MGI Symbol;Acc:MGI:103025]"	89116388	"ENSMUST00000073572"	"ENSMUST00000073572.12"
"ENSMUSG00000092188"	19.714062796087	0.533901678806566	0.764256920980088	0.698589262524291	0.484808755957526	0.720922953147321	"ENSMUSG00000092188.3"	"Gm20471"	"lncRNA"	163154919	"predicted gene 20471 [Source:MGI Symbol;Acc:MGI:5141936]"	163107725	"ENSMUST00000172793"	"ENSMUST00000172793.2"
"ENSMUSG00000112852"	38.6591582713831	-0.494460499209382	0.707698215298618	-0.69868835122149	0.484746815352883	0.720922953147321	"ENSMUSG00000112852.3"	"Gm47767"	"lncRNA"	80258726	"predicted gene, 47767 [Source:MGI Symbol;Acc:MGI:6096921]"	80255522	"ENSMUST00000218235"	"ENSMUST00000218235.3"
"ENSMUSG00000138613"	404.589449056825	0.24456051625965	0.35014803829169	0.698448911645534	0.484896496997923	0.720922953147321	"ENSMUSG00000138613.1"	"Gm51637"	"lncRNA"	84705294	"predicted gene, 51637 [Source:MGI Symbol;Acc:MGI:6365364]"	84687366	"ENSMUST00000348910"	"ENSMUST00000348910.1"
"ENSMUSG00000036091"	5.15380147271743	-1.25268931133026	1.79404559561956	-0.69824831341461	0.485021916898294	0.721052111277563	"ENSMUSG00000036091.9"	"Hyal3"	"protein_coding"	107464558	"hyaluronoglucosaminidase 3 [Source:MGI Symbol;Acc:MGI:1330288]"	107458017	"ENSMUST00000148440"	"ENSMUST00000148440.8"
"ENSMUSG00000118664"	434.069168425045	-0.329981931632744	0.472713013305657	-0.698059757917807	0.48513982334602	0.721170376976458	"ENSMUSG00000118664.1"	"Tusc3"	"protein_coding"	39619367	"tumor suppressor candidate 3 [Source:MGI Symbol;Acc:MGI:1933134]"	39472999	"ENSMUST00000239508"	"ENSMUST00000239508.1"
"ENSMUSG00000038560"	2.11312029863504	-1.82738969616322	2.61881816169647	-0.697791745486994	0.485307442058497	0.721303153625634	"ENSMUSG00000038560.8"	"Sp6"	"protein_coding"	96915560	"trans-acting transcription factor 6 [Source:MGI Symbol;Acc:MGI:1932575]"	96904220	"ENSMUST00000047997"	"ENSMUST00000047997.8"
"ENSMUSG00000085058"	4.30294042359118	-1.05591888246633	1.51335680036402	-0.697732935294801	0.485344226967586	0.721303153625634	"ENSMUSG00000085058.4"	"8030453O22Rik"	"lncRNA"	39521423	"RIKEN cDNA 8030453O22 gene [Source:MGI Symbol;Acc:MGI:1924459]"	39504436	"ENSMUST00000128919"	"ENSMUST00000128919.2"
"ENSMUSG00000123070"	10.3575274898986	0.647729726862742	0.928299526103288	0.697759407011344	0.485327669111943	0.721303153625634	"ENSMUSG00000123070.1"	"Gm64547"	"lncRNA"	6707899	"predicted gene, 64547 [Source:MGI Symbol;Acc:MGI:7812003]"	6705317	"ENSMUST00000256086"	"ENSMUST00000256086.1"
